recordType,sourceRecordId,sourceTransactionId,parentTransactionId,artistId,artistName,venueId,venueName,productId,sku,productName,occurredAt,quantity,unitPrice,totalAmount,commissionAmount,tenantAmount,rentalId,rentalCommissionRate,cubeId,cubeCommissionRate,currency
sale,PLANB-P1-SALE-029,PLANB-P1-TX-SALE-029,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:28:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-030,PLANB-P1-TX-SALE-030,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:29:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-031,PLANB-P1-TX-SALE-031,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:30:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-032,PLANB-P1-TX-SALE-032,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:31:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-033,PLANB-P1-TX-SALE-033,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:32:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-034,PLANB-P1-TX-SALE-034,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:33:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-035,PLANB-P1-TX-SALE-035,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:34:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-036,PLANB-P1-TX-SALE-036,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:35:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-037,PLANB-P1-TX-SALE-037,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:36:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-038,PLANB-P1-TX-SALE-038,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:37:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-039,PLANB-P1-TX-SALE-039,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:38:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-040,PLANB-P1-TX-SALE-040,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:39:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-041,PLANB-P1-TX-SALE-041,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:40:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-042,PLANB-P1-TX-SALE-042,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:41:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-043,PLANB-P1-TX-SALE-043,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:42:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-044,PLANB-P1-TX-SALE-044,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:43:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-045,PLANB-P1-TX-SALE-045,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:44:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-046,PLANB-P1-TX-SALE-046,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:45:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-047,PLANB-P1-TX-SALE-047,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:46:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-048,PLANB-P1-TX-SALE-048,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:47:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-049,PLANB-P1-TX-SALE-049,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:48:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-050,PLANB-P1-TX-SALE-050,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:49:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-051,PLANB-P1-TX-SALE-051,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:50:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-052,PLANB-P1-TX-SALE-052,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:51:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-053,PLANB-P1-TX-SALE-053,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:52:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-054,PLANB-P1-TX-SALE-054,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:53:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-055,PLANB-P1-TX-SALE-055,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:54:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-056,PLANB-P1-TX-SALE-056,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:55:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-057,PLANB-P1-TX-SALE-057,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:56:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-058,PLANB-P1-TX-SALE-058,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:57:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-059,PLANB-P1-TX-SALE-059,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:58:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-060,PLANB-P1-TX-SALE-060,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T04:59:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-061,PLANB-P1-TX-SALE-061,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T05:00:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-062,PLANB-P1-TX-SALE-062,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T05:01:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-063,PLANB-P1-TX-SALE-063,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T05:02:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-064,PLANB-P1-TX-SALE-064,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T05:03:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-065,PLANB-P1-TX-SALE-065,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T05:04:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-066,PLANB-P1-TX-SALE-066,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T05:05:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-067,PLANB-P1-TX-SALE-067,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T05:06:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-068,PLANB-P1-TX-SALE-068,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T05:07:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-069,PLANB-P1-TX-SALE-069,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T05:08:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
sale,PLANB-P1-SALE-070,PLANB-P1-TX-SALE-070,,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-18T05:09:00.000Z,2,50.00,100.00,25.00,75.00,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-002,PLANB-P1-TX-REFUND-002,PLANB-P1-TX-SALE-002,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:01:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-003,PLANB-P1-TX-REFUND-003,PLANB-P1-TX-SALE-003,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:02:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-004,PLANB-P1-TX-REFUND-004,PLANB-P1-TX-SALE-004,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:03:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-005,PLANB-P1-TX-REFUND-005,PLANB-P1-TX-SALE-005,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:04:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-006,PLANB-P1-TX-REFUND-006,PLANB-P1-TX-SALE-006,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:05:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-007,PLANB-P1-TX-REFUND-007,PLANB-P1-TX-SALE-007,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:06:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-008,PLANB-P1-TX-REFUND-008,PLANB-P1-TX-SALE-008,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:07:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-009,PLANB-P1-TX-REFUND-009,PLANB-P1-TX-SALE-009,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:08:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-010,PLANB-P1-TX-REFUND-010,PLANB-P1-TX-SALE-010,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:09:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-011,PLANB-P1-TX-REFUND-011,PLANB-P1-TX-SALE-011,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:10:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-012,PLANB-P1-TX-REFUND-012,PLANB-P1-TX-SALE-012,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:11:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-013,PLANB-P1-TX-REFUND-013,PLANB-P1-TX-SALE-013,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:12:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-014,PLANB-P1-TX-REFUND-014,PLANB-P1-TX-SALE-014,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:13:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-015,PLANB-P1-TX-REFUND-015,PLANB-P1-TX-SALE-015,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:14:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-016,PLANB-P1-TX-REFUND-016,PLANB-P1-TX-SALE-016,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:15:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
